客户ID,产品名称,交易类型,产品ID,产品成本,利润,单价,年份,订单数量,销售区域ID,销售金额
11078,自行车支架,3.0,486.0,59.466,99.53399999999999,159.0,2016.0,1,6,159.0
11078,袜子,3.0,481.0,3.3623,5.6277,8.99,2015.0,1,6,8.99
11078,车胎和内胎,1.4375,526.8125,5.328368749999999,8.918506250000004,14.246875000000001,2015.3125,1,6,14.246875000000001
11078,骑行服,2.0,317.3333333333333,39.518966666666664,11.804366666666667,51.32333333333333,2015.3333333333333,1,6,51.32333333333333
11079,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,9,8.99
11079,水壶和水壶架,1.0,478.0,2.9883,5.0017,7.989999999999999,2015.6666666666667,1,9,7.989999999999999
11079,车胎和内胎,2.0,535.0,9.3463,15.6437,24.99,2016.0,1,9,24.99
11080,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11080,山地自行车,1.0,354.0,1581.8569499999999,1265.63305,2847.49,2014.0,1,9,2847.49
11080,旅行自行车,1.0,562.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11080,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,9,19.995
11080,骑行服,1.0,231.0,38.4923,11.4977,49.99,2015.0,1,9,49.99
11081,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,4,8.99
11081,车胎和内胎,2.3333333333333335,515.3333333333334,5.1462666666666665,8.613733333333332,13.76,2015.0,1,4,13.76
11081,骑行服,1.0,488.0,41.5723,12.4177,53.99,2015.0,1,4,53.99
11082,山地自行车,3.0,359.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
11082,手套,2.0,465.0,9.1593,15.3307,24.49,2016.0,1,4,24.49
11082,旅行自行车,2.0,567.0,461.4448,280.9052,742.35,2016.0,1,4,742.35
11082,水壶和水壶架,2.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
11082,车胎和内胎,3.0,537.0,13.09,21.91,35.0,2015.0,1,4,35.0
11083,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,4,34.99
11083,山地自行车,1.0,353.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
11083,旅行自行车,1.0,572.0,461.4448,280.9052,742.35,2016.0,1,4,742.35
11083,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
11084,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2015.0,1,1,2319.99
11084,旅行自行车,1.0,570.0,461.4448,280.9052,742.35,2016.0,1,1,742.35
11084,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2016.0,1,1,6.99
11084,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2015.0,1,1,2.29
11085,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
11085,车胎和内胎,1.3333333333333333,531.3333333333334,5.482866666666666,9.177133333333332,14.660000000000002,2016.0,1,4,14.660000000000002
11085,骑行服,2.0,228.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
11086,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
11086,手套,1.0,463.0,9.1593,15.3307,24.49,2016.0,1,4,24.49
11086,车胎和内胎,1.6666666666666667,531.3333333333334,5.482866666666666,9.177133333333332,14.660000000000002,2016.0,1,4,14.660000000000002
11086,骑行服,3.0,234.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
11087,自行车支架,1.0,486.0,59.466,99.53399999999999,159.0,2015.0,1,4,159.0
11087,车胎和内胎,1.0,515.3333333333334,5.1462666666666665,8.613733333333334,13.76,2015.6666666666667,1,4,13.76
11088,山地自行车,1.0,357.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
11088,手套,1.0,463.0,9.1593,15.3307,24.49,2015.0,1,4,24.49
11088,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,4,21.98
11088,旅行自行车,3.0,569.0,461.4448,280.9052,742.35,2016.0,1,4,742.35
11088,水壶和水壶架,3.0,478.0,2.6143,4.3757,6.99,2016.0,1,4,6.99
11088,骑行服,3.0,491.0,41.5723,12.4177,53.99,2016.0,1,4,53.99
11089,头盔,1.0,219.5,13.0863,21.9037,34.99,2015.5,1,4,34.99
11089,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
11089,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,4,21.98
11089,旅行自行车,1.0,572.0,461.4448,280.9052,742.35,2016.0,1,4,742.35
11089,袜子,1.0,482.0,3.3623,5.6277,8.99,2016.0,1,4,8.99
11089,骑行服,1.0,228.0,38.4923,11.4977,49.99,2016.0,1,4,49.99
11090,公路自行车,1.0,310.0,2171.2942,1406.9758,3578.27,2014.0,1,4,3578.27
11090,山地自行车,1.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,4,2294.99
11090,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,4,8.99
11090,手套,1.0,463.0,9.1593,15.3307,24.49,2015.0,1,4,24.49
11090,旅行自行车,1.0,569.0,461.4448,280.9052,742.35,2016.0,1,4,742.35
11090,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2015.0,1,4,54.99
11091,头盔,1.2,215.2,13.0863,21.9037,34.99,2015.8,1,6,34.99
11091,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
11091,手套,1.0,465.0,9.1593,15.3307,24.49,2015.3333333333333,1,6,24.49
11091,挂架,1.0,483.0,44.88,75.12,120.0,2016.0,1,6,120.0
11091,水壶和水壶架,2.3333333333333335,477.6666666666667,2.3649666666666667,3.9583666666666666,6.323333333333333,2015.0,1,6,6.323333333333333
11091,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,6,7.95
11091,短裤,2.0,474.0,26.1763,43.8137,69.99,2015.0,1,6,69.99
11091,车胎和内胎,1.3,520.1,4.7409525000000015,7.9352974999999955,12.67625000000001,2015.6,1,6,12.67625000000001
11091,骑行服,1.0,358.75,40.0323,11.9577,51.99,2015.5,1,6,51.99
11092,山地自行车,1.0,350.5,1581.8569499999999,1265.63305,2847.49,2014.0,1,9,2847.49
11092,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11092,旅行自行车,1.0,573.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11092,水壶和水壶架,1.0,479.0,3.3623,5.6277,8.99,2015.0,1,9,8.99
11093,头盔,1.0,218.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11093,山地自行车,1.0,355.0,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11093,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11093,旅行自行车,1.0,562.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11093,袜子,1.0,481.0,3.3623,5.6277,8.99,2015.0,1,9,8.99
11094,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,9,8.99
11094,挂架,2.0,483.0,44.88,75.12,120.0,2016.0,1,9,120.0
11094,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11094,清洁剂,2.0,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
11094,车胎和内胎,1.0,531.5,5.6063,9.383700000000001,14.989999999999998,2015.0,1,9,14.989999999999998
11094,骑行服,1.0,491.0,41.5723,12.4177,53.99,2016.0,1,9,53.99
11095,头盔,3.0,217.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11095,山地自行车,1.0,355.0,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11095,旅行自行车,3.0,573.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11095,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11095,骑行服,1.0,489.0,41.5723,12.4177,53.99,2015.0,1,9,53.99
11096,山地自行车,1.0,356.0,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11096,帽子,3.0,225.0,6.9223,2.0677,8.99,2016.0,1,9,8.99
11096,旅行自行车,3.0,564.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11097,头盔,2.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
11097,山地自行车,1.0,356.0,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11097,旅行自行车,2.0,562.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11097,水壶和水壶架,1.0,478.0,3.7363,6.2537,9.99,2015.0,1,9,9.99
11098,水壶和水壶架,2.0,477.0,1.8663,3.1237,4.99,2016.0,1,9,4.99
11098,车胎和内胎,1.0,531.5,5.6063,9.383700000000001,14.989999999999998,2015.0,1,9,14.989999999999998
11098,骑行服,1.0,491.0,41.5723,12.4177,53.99,2016.0,1,9,53.99
11099,山地自行车,1.5,353.0,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11099,旅行自行车,1.0,575.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11099,水壶和水壶架,1.5,477.75,2.7078,4.5322000000000005,7.24,2015.5,1,9,7.24
11099,骑行服,1.5,489.5,41.5723,12.4177,53.99,2015.5,1,9,53.99
11100,山地自行车,1.0,352.0,1581.8569499999999,1265.63305,2847.49,2014.0,1,9,2847.49
11100,手套,1.0,465.0,9.1593,15.3307,24.49,2015.0,1,9,24.49
11100,旅行自行车,2.0,563.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11100,水壶和水壶架,2.0,478.0,2.6143,4.3757,6.99,2016.0,1,9,6.99
11100,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2015.0,1,9,54.99
11101,山地自行车,1.0,349.0,1588.88695,1271.1030500000002,2859.99,2014.0,1,9,2859.99
11101,手套,1.0,463.0,9.1593,15.3307,24.49,2015.0,1,9,24.49
11101,挂架,1.0,483.0,44.88,75.12,120.0,2015.0,1,9,120.0
11101,旅行自行车,1.0,564.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11101,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,9,6.99
11102,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11102,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2016.0,1,9,54.99
11102,清洁剂,3.0,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
11102,车胎和内胎,1.0,535.0,9.3463,15.6437,24.99,2016.0,1,9,24.99
11103,头盔,1.0,214.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11103,山地自行车,1.5,355.0,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11103,手套,2.0,465.0,9.1593,15.3307,24.49,2015.0,1,9,24.49
11103,旅行自行车,1.0,562.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11103,水壶和水壶架,2.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11103,骑行服,2.0,491.0,41.5723,12.4177,53.99,2015.0,1,9,53.99
11104,山地自行车,2.5,352.5,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11104,旅行自行车,1.0,574.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11104,车胎和内胎,3.0,532.5,7.47815,12.51685,19.995,2015.0,1,9,19.995
11104,骑行服,1.0,488.0,41.5723,12.4177,53.99,2015.0,1,9,53.99
11105,山地自行车,1.0,353.5,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11105,旅行自行车,2.0,564.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11105,水壶和水壶架,2.0,479.0,3.3623,5.6277,8.99,2015.0,1,9,8.99
11105,清洁剂,2.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
11106,山地自行车,1.5,352.5,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11106,旅行自行车,1.0,561.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11107,头盔,1.0,219.5,13.0863,21.9037,34.99,2015.0,1,9,34.99
11107,山地自行车,1.0,351.0,1581.8569499999999,1265.63305,2847.49,2014.0,1,9,2847.49
11107,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11107,旅行自行车,1.0,573.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11108,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11108,山地自行车,2.0,354.5,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11108,旅行自行车,1.0,561.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11108,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2015.0,1,9,35.0
11109,山地自行车,2.0,356.0,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11109,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,9,8.99
11109,挂架,1.0,483.0,44.88,75.12,120.0,2015.0,1,9,120.0
11109,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11109,旅行自行车,1.0,561.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11109,车胎和内胎,1.0,532.5,7.47815,12.51685,19.995,2015.0,1,9,19.995
11110,山地自行车,1.5,352.5,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11110,旅行自行车,3.0,562.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11110,水壶和水壶架,3.0,478.0,2.6143,4.3757,6.99,2016.0,1,9,6.99
11111,山地自行车,2.0,353.5,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11111,帽子,3.0,225.0,6.9223,2.0677,8.99,2015.0,1,9,8.99
11111,旅行自行车,1.0,576.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11111,水壶和水壶架,3.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11111,车胎和内胎,1.0,535.5,6.3543,10.6357,16.99,2016.0,1,9,16.99
11112,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
11112,山地自行车,1.5,351.5,1581.8569499999999,1265.63305,2847.49,2014.0,1,9,2847.49
11112,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11112,旅行自行车,1.0,561.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11112,自行车支架,1.0,486.0,59.466,99.53399999999999,159.0,2015.0,1,9,159.0
11113,头盔,1.0,217.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11113,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11113,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11113,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
11113,车胎和内胎,1.0,531.5,5.6063,9.383700000000001,14.989999999999998,2015.0,1,9,14.989999999999998
11114,头盔,1.5,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
11114,水壶和水壶架,2.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11114,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
11114,车胎和内胎,1.0,531.5,5.6063,9.383700000000001,14.989999999999998,2016.0,1,9,14.989999999999998
11115,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11115,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
11115,背心,1.0,473.0,23.749000000000002,39.751,63.5,2016.0,1,9,63.5
11115,车胎和内胎,1.0,507.5,5.1014,8.5386,13.639999999999999,2015.0,1,9,13.639999999999999
11116,头盔,1.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
11116,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11116,清洁剂,2.0,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
11116,背心,1.0,473.0,23.749000000000002,39.751,63.5,2016.0,1,9,63.5
11116,车胎和内胎,1.0,507.5,5.1014,8.5386,13.639999999999999,2015.0,1,9,13.639999999999999
11117,头盔,3.0,217.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11117,山地自行车,1.0,350.0,1588.88695,1271.1030500000002,2859.99,2014.0,1,9,2859.99
11117,帽子,1.0,225.0,6.9223,2.0677,8.99,2015.0,1,9,8.99
11117,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11117,旅行自行车,3.0,562.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11117,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11118,水壶和水壶架,2.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11118,水袋背包,2.0,487.0,20.5663,34.4237,54.99,2016.0,1,9,54.99
11118,清洁剂,1.3333333333333333,484.0,2.9733,4.9767,7.95,2016.0,1,9,7.95
11118,车胎和内胎,1.0,531.5,5.6063,9.383700000000001,14.989999999999998,2016.0,1,9,14.989999999999998
11119,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
11119,车胎和内胎,1.0,507.5,5.1014,8.5386,13.639999999999999,2015.0,1,9,13.639999999999999
11119,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,9,49.99
11120,头盔,1.0,222.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11120,山地自行车,1.0,355.5,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11120,手套,1.0,465.0,9.1593,15.3307,24.49,2015.0,1,9,24.49
11120,旅行自行车,1.0,562.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11120,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2016.0,1,9,54.99
11120,车胎和内胎,1.0,534.0,6.916224999999999,11.576274999999999,18.492499999999996,2015.5,1,9,18.492499999999996
11121,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11121,清洁剂,2.0,484.0,2.9733,4.9767,7.95,2015.5,1,9,7.95
11121,车胎和内胎,3.0,507.5,5.1014,8.5386,13.639999999999999,2016.0,1,9,13.639999999999999
11122,水壶和水壶架,3.0,478.0,3.7363,6.2537,9.99,2016.0,1,9,9.99
11122,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
11122,车胎和内胎,1.0,535.0,9.3463,15.6437,24.99,2016.0,1,9,24.99
11123,头盔,1.0,217.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
11123,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,9,7.49
11123,清洁剂,2.5,484.0,2.9733,4.9767,7.95,2015.5,1,9,7.95
11123,车胎和内胎,2.0,531.5,5.6063,9.383700000000001,14.989999999999998,2015.0,1,9,14.989999999999998
11123,骑行服,1.0,491.0,41.5723,12.4177,53.99,2016.0,1,9,53.99
11124,头盔,3.0,217.0,13.0863,21.9037,34.99,2015.0,1,9,34.99
11124,山地自行车,1.0,352.0,1582.06785,1265.42215,2847.49,2014.0,1,9,2847.49
11124,旅行自行车,3.0,563.0,1481.9379,902.1321,2384.07,2015.0,1,9,2384.07
11124,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11125,手套,2.0,463.0,9.1593,15.3307,24.49,2015.0,1,9,24.49
11125,水壶和水壶架,2.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11125,清洁剂,1.0,484.0,2.9733,4.9767,7.95,2015.0,1,9,7.95
11125,车胎和内胎,2.0,514.3333333333334,4.023033333333333,6.733633333333334,10.756666666666666,2016.0,1,9,10.756666666666666
11126,山地自行车,2.0,467.0,1165.9664,918.7736,2084.74,2014.0,1,9,2084.74
11126,挡泥板,3.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11126,旅行自行车,1.0,565.0,461.4448,280.9052,742.35,2016.0,1,9,742.35
11126,车胎和内胎,1.5,507.75,3.6054000000000004,6.034599999999999,9.639999999999999,2015.75,1,9,9.639999999999999
11127,车胎和内胎,2.6666666666666665,531.3333333333334,5.482866666666666,9.177133333333332,14.660000000000002,2015.6666666666667,1,4,14.660000000000002
11128,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,1,34.99
11128,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,1,7.49
11128,车胎和内胎,1.3333333333333333,531.3333333333334,5.482866666666666,9.177133333333332,14.660000000000002,2015.6666666666667,1,1,14.660000000000002
11128,骑行服,2.0,228.0,38.4923,11.4977,49.99,2015.0,1,1,49.99
11129,公路自行车,1.0,313.0,2171.2942,1406.9758,3578.27,2014.0,1,1,3578.27
11129,山地自行车,2.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,1,2294.99
11130,车胎和内胎,1.0,508.5,6.97325,11.67175,18.645,2016.0,1,1,18.645
11131,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,6,8.99
11131,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,6,21.98
11131,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,6,7.49
11131,车胎和内胎,1.0,532.5,6.542224999999999,10.950275000000001,17.492499999999996,2016.0,1,6,17.492499999999996
11131,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,6,49.99
11132,山地自行车,3.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
11132,挡泥板,3.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
11132,水壶和水壶架,3.0,477.5,2.8013,4.6887,7.49,2015.0,1,6,7.49
11132,车胎和内胎,3.0,532.5,7.47815,12.51685,19.995,2015.0,1,6,19.995
11133,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2016.0,1,1,21.98
11133,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2016.0,1,1,7.49
11133,车胎和内胎,1.0,537.0,13.09,21.91,35.0,2016.0,1,1,35.0
11134,山地自行车,2.0,467.5,1165.9664,918.7736,2084.74,2014.0,1,9,2084.74
11134,旅行自行车,1.0,570.0,461.4448,280.9052,742.35,2016.0,1,9,742.35
11135,山地自行车,1.0,355.0,1265.6195,1054.3705,2319.99,2015.0,1,4,2319.99
11135,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,4,7.49
11136,山地自行车,1.0,359.0,1251.9813,1043.0087,2294.99,2015.0,1,6,2294.99
11136,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,6,21.98
11136,背心,1.0,472.0,23.749000000000002,39.751,63.5,2015.0,1,6,63.5
11137,自行车支架,2.0,486.0,59.466,99.53399999999999,159.0,2016.0,1,1,159.0
11137,车胎和内胎,1.5,506.5,4.073825,6.818675,10.8925,2016.0,1,1,10.8925
11138,头盔,1.0,222.0,13.0863,21.9037,34.99,2016.0,1,4,34.99
11138,车胎和内胎,2.3333333333333335,531.3333333333334,5.482866666666666,9.177133333333332,14.660000000000002,2016.0,1,4,14.660000000000002
11139,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,9,8.99
11139,车胎和内胎,1.0,535.0,9.3463,15.6437,24.99,2016.0,1,9,24.99
11139,骑行服,1.0,231.0,38.4923,11.4977,49.99,2016.0,1,9,49.99
11140,车胎和内胎,3.0,532.5,7.47815,12.51685,19.995,2015.0,1,4,19.995
11141,头盔,1.0,218.0,13.0863,21.9037,34.99,2015.5,1,4,34.99
11141,车胎和内胎,1.0,531.3333333333334,5.482866666666666,9.177133333333332,14.660000000000002,2015.6666666666667,1,4,14.660000000000002
11142,头盔,1.5714285714285714,217.14285714285714,13.086299999999998,21.903699999999997,34.99,2015.7142857142858,1,6,34.99
11142,手套,1.3333333333333333,463.6666666666667,9.1593,15.3307,24.49,2015.6666666666667,1,6,24.49
11142,挂架,1.0,483.0,44.88,75.12,120.0,2016.0,1,6,120.0
11142,水壶和水壶架,1.0,478.0,2.6143,4.3757,6.99,2015.0,1,6,6.99
11142,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2015.0,1,6,54.99
11142,短裤,2.0,475.0,26.1763,43.8137,69.99,2016.0,1,6,69.99
11142,背心,2.0,472.0,23.749000000000002,39.751,63.5,2016.0,1,6,63.5
11142,车胎和内胎,1.5,526.9444444444445,4.902138888888889,8.205083333333338,13.107222222222225,2015.7777777777778,1,6,13.107222222222225
11142,骑行服,1.0,362.0,40.0323,11.957699999999999,51.99,2016.0,1,6,51.99
11143,车胎和内胎,1.0,510.8,3.63232,6.079680000000001,9.712,2015.4,1,4,9.712
11144,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,1,2294.99
11144,水袋背包,1.0,487.0,20.5663,34.4237,54.99,2015.0,1,1,54.99
11144,骑行服,1.0,237.0,38.4923,11.4977,49.99,2015.0,1,1,49.99
11145,山地自行车,1.0,363.0,1251.9813,1043.0087,2294.99,2015.0,1,1,2294.99
11145,水壶和水壶架,1.0,477.5,2.8013,4.6887,7.49,2015.0,1,1,7.49
11146,帽子,3.0,225.0,6.9223,2.0677,8.99,2015.0,1,9,8.99
11146,水壶和水壶架,3.0,477.5,2.8013,4.6887,7.49,2015.0,1,9,7.49
11146,车胎和内胎,2.3333333333333335,530.3333333333334,4.359633333333334,7.297033333333334,11.656666666666666,2015.3333333333333,1,9,11.656666666666666
11146,骑行服,1.0,489.0,41.5723,12.4177,53.99,2016.0,1,9,53.99
11147,头盔,1.5,215.5,13.0863,21.9037,34.99,2015.5,1,9,34.99
11147,山地自行车,1.0,353.0,1581.8569499999999,1265.63305,2847.49,2014.0,1,9,2847.49
11147,手套,2.0,465.0,9.1593,15.3307,24.49,2016.0,1,9,24.49
11147,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11147,旅行自行车,2.0,561.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11148,头盔,3.0,214.0,13.0863,21.9037,34.99,2016.0,1,9,34.99
11148,车胎和内胎,1.5,517.75,3.4838500000000003,5.83115,9.315,2016.0,1,9,9.315
11148,骑行服,1.0,489.0,41.5723,12.4177,53.99,2015.0,1,9,53.99
11149,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,9,8.99
11149,车胎和内胎,2.3333333333333335,514.3333333333334,4.023033333333333,6.733633333333334,10.756666666666666,2015.3333333333333,1,9,10.756666666666666
11150,头盔,1.5,215.5,13.0863,21.9037,34.99,2015.0,1,9,34.99
11150,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,9,8.99
11150,手套,2.0,467.0,9.1593,15.3307,24.49,2015.0,1,9,24.49
11150,车胎和内胎,1.6666666666666667,530.3333333333334,4.359633333333334,7.297033333333334,11.656666666666666,2015.0,1,9,11.656666666666666
11150,骑行服,2.0,489.0,41.5723,12.4177,53.99,2015.0,1,9,53.99
11151,山地自行车,1.0,356.0,1575.03785,1259.95215,2834.99,2014.0,1,9,2834.99
11151,帽子,1.0,225.0,6.9223,2.0677,8.99,2016.0,1,9,8.99
11151,挡泥板,1.0,485.0,8.2205,13.7595,21.98,2015.0,1,9,21.98
11151,旅行自行车,1.0,561.0,1481.9379,902.1321,2384.07,2016.0,1,9,2384.07
11151,车胎和内胎,1.0,480.0,0.8565,1.4335,2.29,2015.0,1,9,2.29
11152,山地自行车,2.0,361.0,1251.9813,1043.0087,2294.99,2015.0,1,1,2294.99
11153,背心,1.0,471.0,23.749000000000002,39.751,63.5,2015.0,1,1,63.5
